id_aviso,fuente,tipo_operacion,tipo_inmueble,titulo,precio_uf,precio_clp,comuna,provincia,superficie_m2,dormitorios,banos,url,fecha_primera_vista,fecha_ultima_vista,historial_precios,latitud,longitud
DEMO-02491,demo,venta,departamento,Depto 2D 1B en San Pedro de la Paz,2498.0,98671000,San Pedro de la Paz,Concepción,62 m²,2,1,https://example.invalid/demo/02491,2026-07-06,2026-08-08,2026-07-06:2498.0,-36.85595,-73.08957
DEMO-01729,demo,venta,departamento,Depto 3D 2B en Los Ángeles,3508.0,138566000,Los Ángeles,Biobío,85 m²,3,2,https://example.invalid/demo/01729,2026-08-08,2026-08-27,2026-08-08:3508.0,-37.47045,-72.34783
DEMO-02021,demo,venta,casa,Casa 4D 2B en San Pedro de la Paz,5266.0,208007000,San Pedro de la Paz,Concepción,126 m²,4,2,https://example.invalid/demo/02021,2026-07-20,2026-08-10,2026-07-20:5266.0,-36.83267,-73.09256
DEMO-01991,demo,arriendo,casa,Casa 3D 2B en San Pedro de la Paz,16.5,651750,San Pedro de la Paz,Concepción,111 m²,3,2,https://example.invalid/demo/01991,2026-07-21,2026-08-07,2026-07-21:16.5,-36.84318,-73.08813
DEMO-00220,demo,venta,casa,Casa 4D 2B en Chiguayante,5217.0,206071500,Chiguayante,Concepción,145 m²,4,2,https://example.invalid/demo/00220,2026-07-06,2026-08-24,2026-07-06:5217.0,-36.91725,-73.01229
DEMO-02425,demo,venta,departamento,Depto 2D 1B en San Pedro de la Paz,3412.0,134774000,San Pedro de la Paz,Concepción,55 m²,2,1,https://example.invalid/demo/02425,2026-05-13,2026-06-02,2026-05-13:3412.0,-36.84891,-73.09376
DEMO-00882,demo,venta,casa,Casa 3D 2B en Concepción,5019.0,198250500,Concepción,Concepción,,3,2,https://example.invalid/demo/00882,2026-06-25,2026-07-09,2026-06-25:5019.0,-36.82275,-73.04315
DEMO-02990,demo,venta,casa,Casa 4D 2B en Tomé,3470.0,137065000,Tomé,Concepción,143 m²,4,2,https://example.invalid/demo/02990,2026-05-27,2026-07-08,2026-05-27:3470.0,-36.62016,-72.93621
DEMO-02629,demo,venta,casa,Casa 4D 2B en Talcahuano,5312.0,209824000,Talcahuano,Concepción,137 m²,4,2,https://example.invalid/demo/02629,2026-06-03,2026-06-22,2026-06-03:5153.0|2026-06-12:5312.0,-36.71882,-73.10224
DEMO-00842,demo,venta,casa,Casa 5D 3B en Concepción,5990.0,236605000,Concepción,Concepción,178 m²,5,3,https://example.invalid/demo/00842,2026-08-20,2026-09-01,2026-08-20:5990.0,-36.7933,-73.04557
DEMO-00806,demo,venta,casa,Casa 5D 3B en Concepción,5950.0,235025000,Concepción,Concepción,164 m²,5,3,https://example.invalid/demo/00806,2026-07-14,2026-07-25,2026-07-14:6248.0|2026-07-19:5950.0,-36.82278,-73.06144
DEMO-00065,demo,arriendo,casa,Casa 4D 2B en Chiguayante,30.4,1200800,Chiguayante,Concepción,147 m²,4,2,https://example.invalid/demo/00065,2026-08-27,2026-09-01,2026-08-27:30.4,-36.91537,-73.01778
DEMO-02409,demo,venta,departamento,Depto 4D 2B en San Pedro de la Paz,7058.0,278791000,San Pedro de la Paz,Concepción,110 m²,4,2,https://example.invalid/demo/02409,2026-05-13,2026-07-04,2026-05-13:7058.0,-36.85449,-73.10197
DEMO-01651,demo,venta,casa,Casa 6D 4B en Los Ángeles,5245.0,207177500,Los Ángeles,Biobío,197 m²,6,4,https://example.invalid/demo/01651,2026-05-16,2026-06-11,2026-05-16:5245.0,-37.47172,-72.36065
DEMO-01660,demo,venta,casa,Casa 6D 4B en Los Ángeles,6490.0,256355000,Los Ángeles,Biobío,219 m²,6,4,https://example.invalid/demo/01660,2026-06-29,2026-07-15,2026-06-29:6490.0,-37.48157,-72.38869
DEMO-02507,demo,venta,departamento,Depto 2D 1B en San Pedro de la Paz,3526.0,139277000,San Pedro de la Paz,Concepción,55 m²,2,1,https://example.invalid/demo/02507,2026-07-25,2026-09-01,2026-07-25:3526.0,-36.85038,-73.0784
DEMO-01408,demo,venta,departamento,Depto 3D 2B en Hualpén,3281.0,129599500,Hualpén,Concepción,86 m²,3,2,https://example.invalid/demo/01408,2026-07-25,2026-08-10,2026-07-25:3281.0,-36.7872,-73.08877
DEMO-01690,demo,venta,departamento,Depto 3D 2B en Los Ángeles,5224.0,206348000,Los Ángeles,Biobío,89 m²,3,2,https://example.invalid/demo/01690,2026-07-14,2026-08-29,2026-07-14:5224.0,-37.4827,-72.35234
DEMO-02441,demo,venta,departamento,Depto 3D 2B en San Pedro de la Paz,3565.0,140817500,San Pedro de la Paz,Concepción,89 m²,3,2,https://example.invalid/demo/02441,2026-07-07,2026-08-15,2026-07-07:3565.0,-36.86047,-73.09532
DEMO-02178,demo,venta,casa,Casa 3D 2B en San Pedro de la Paz,3965.0,156617500,San Pedro de la Paz,Concepción,110 m²,3,2,https://example.invalid/demo/02178,2026-07-07,2026-09-01,2026-07-07:3965.0,-36.85942,-73.10436
DEMO-01576,demo,venta,casa,Casa 3D 2B en Los Ángeles,4379.0,172970500,Los Ángeles,Biobío,106 m²,3,2,https://example.invalid/demo/01576,2026-06-24,2026-07-15,2026-06-24:4729.0|2026-07-04:4379.0,-37.46913,-72.36037
DEMO-00348,demo,venta,casa,Casa 6D 4B en Chiguayante,8430.0,332985000,Chiguayante,Concepción,202 m²,6,4,https://example.invalid/demo/00348,2026-06-11,2026-07-29,2026-06-11:8430.0,-36.92573,-73.01533
DEMO-02774,demo,venta,departamento,Depto 2D 1B en Talcahuano,3102.0,122529000,Talcahuano,Concepción,,2,1,https://example.invalid/demo/02774,2026-08-18,2026-09-01,2026-08-18:3102.0,-36.72591,-73.1108
DEMO-02624,demo,venta,casa,Casa 2D 1B en Talcahuano,2431.0,96024500,Talcahuano,Concepción,79 m²,2,1,https://example.invalid/demo/02624,2026-07-12,2026-09-01,2026-07-12:2431.0,-36.73861,-73.11028
DEMO-01419,demo,venta,departamento,Depto 2D 1B en Hualpén,0,0,Hualpén,Concepción,69 m²,2,1,https://example.invalid/demo/01419,2026-05-28,2026-07-11,2026-05-28:0,-36.79651,-73.09594
DEMO-02922,demo,venta,casa,Casa 6D 4B en Tomé,6853.0,270693500,Tomé,Concepción,226 m²,6,4,https://example.invalid/demo/02922,2026-06-10,2026-08-02,2026-06-10:6853.0,-36.61873,-72.9627
DEMO-01912,demo,venta,casa,Casa 5D 3B en Penco,5458.0,215591000,Penco,Concepción,165 m²,5,3,https://example.invalid/demo/01912,2026-05-12,2026-06-02,2026-05-12:5458.0,-36.73558,-72.99105
DEMO-01483,demo,venta,departamento,Depto 3D 2B en Hualpén,2657.0,104951500,Hualpén,Concepción,71 m²,3,2,https://example.invalid/demo/01483,2026-07-15,2026-08-24,2026-07-15:2657.0,-36.79306,-73.08169
DEMO-01672,demo,venta,casa,Casa 6D 4B en Los Ángeles,5641.0,222819500,Los Ángeles,Biobío,240 m²,6,4,https://example.invalid/demo/01672,2026-06-25,2026-08-19,2026-06-25:5641.0,-37.46268,-72.36898
DEMO-01152,demo,venta,departamento,Depto 2D 1B en Concepción,4451.0,175814500,Concepción,Concepción,63 m²,2,1,https://example.invalid/demo/01152,2026-08-11,2026-09-01,2026-08-11:4451.0,-36.82542,-73.05098
DEMO-00891,demo,venta,casa,Casa 6D 4B en Concepción,10671.0,421504500,Concepción,Concepción,197 m²,6,4,https://example.invalid/demo/00891,2026-06-16,2026-06-26,2026-06-16:10671.0,-36.80855,-73.04122
DEMO-01815,demo,venta,departamento,Depto 2D 1B en Los Ángeles,2356.0,93062000,Los Ángeles,Biobío,59 m²,2,1,https://example.invalid/demo/01815,2026-05-11,2026-06-18,2026-05-11:2356.0,-37.47398,-72.34371
DEMO-01039,demo,venta,departamento,Depto 2D 1B en Concepción,3885.0,153457500,Concepción,Concepción,58 m²,2,1,https://example.invalid/demo/01039,2026-05-11,2026-05-13,2026-05-11:3885.0,-36.82996,-73.05281
DEMO-00225,demo,venta,casa,Casa 5D 3B en Chiguayante,4587.0,181186500,Chiguayante,Concepción,174 m²,5,3,https://example.invalid/demo/00225,2026-06-24,2026-06-29,2026-06-24:4587.0,-36.93708,-73.01406
DEMO-02586,demo,venta,casa,Casa 2D 1B en Talcahuano,2856.0,112812000,Talcahuano,Concepción,85 m²,2,1,https://example.invalid/demo/02586,2026-05-07,2026-06-13,2026-05-07:3084.0|2026-05-25:2856.0,-36.73579,-73.11218
DEMO-00174,demo,venta,casa,Casa 3D 2B en Chiguayante,4134.0,163293000,Chiguayante,Concepción,,3,2,https://example.invalid/demo/00174,2026-05-28,2026-06-29,2026-05-28:4630.0|2026-06-13:4134.0,-36.9176,-73.02381
DEMO-02770,demo,venta,departamento,Depto 3D 2B en Talcahuano,4936.0,194972000,Talcahuano,Concepción,92 m²,3,2,https://example.invalid/demo/02770,2026-06-20,2026-08-08,2026-06-20:4936.0,-36.72326,-73.12025
DEMO-01443,demo,venta,departamento,Depto 2D 1B en Hualpén,2531.0,99974500,Hualpén,Concepción,67 m²,2,1,https://example.invalid/demo/01443,2026-08-17,2026-09-01,2026-08-17:2733.0|2026-08-24:2531.0,-36.79719,-73.08695
DEMO-02468,demo,venta,departamento,Depto 3D 2B en San Pedro de la Paz,5618.0,221911000,San Pedro de la Paz,Concepción,,3,2,https://example.invalid/demo/02468,2026-05-05,2026-05-20,2026-05-05:5618.0,-36.84179,-73.0908
DEMO-01038,demo,venta,departamento,Depto 5D 3B en Concepción,9688.0,382676000,Concepción,Concepción,,5,3,https://example.invalid/demo/01038,2026-07-30,2026-09-01,2026-07-30:9688.0,-36.83302,-73.05068
DEMO-00387,demo,venta,casa,Casa 4D 2B en Chiguayante,4615.0,182292500,Chiguayante,Concepción,152 m²,4,2,https://example.invalid/demo/00387,2026-07-23,2026-09-01,2026-07-23:4615.0,-36.90529,-73.01579
DEMO-01823,demo,venta,departamento,Depto 2D 1B en Los Ángeles,1672.0,66044000,Los Ángeles,Biobío,67 m²,2,1,https://example.invalid/demo/01823,2026-07-25,2026-08-06,2026-07-25:1672.0,-37.46988,-72.35075
DEMO-01743,demo,venta,departamento,Depto 2D 1B en Los Ángeles,2442.0,96459000,Los Ángeles,Biobío,62 m²,2,1,https://example.invalid/demo/01743,2026-06-28,2026-07-26,2026-06-28:2442.0,-37.46759,-72.35458
DEMO-00453,demo,venta,departamento,Depto 4D 2B en Chiguayante,3936.0,155472000,Chiguayante,Concepción,106 m²,4,2,https://example.invalid/demo/00453,2026-08-31,2026-09-01,2026-08-31:3936.0,-36.91581,-73.02791
DEMO-02731,demo,venta,casa,Casa 3D 2B en Talcahuano,3549.0,140185500,Talcahuano,Concepción,94 m²,3,2,https://example.invalid/demo/02731,2026-07-20,2026-07-21,2026-07-20:3549.0,-36.74083,-73.10993
DEMO-02172,demo,venta,casa,Casa 5D 3B en San Pedro de la Paz,9891.0,390694500,San Pedro de la Paz,Concepción,,5,3,https://example.invalid/demo/02172,2026-06-20,2026-07-26,2026-06-20:9891.0,-36.84638,-73.08106
DEMO-00902,demo,venta,casa,Casa 2D 1B en Concepción,3313.0,130863500,Concepción,Concepción,71 m²,2,1,https://example.invalid/demo/00902,2026-08-05,2026-09-01,2026-08-05:3313.0,-36.80893,-73.0186
DEMO-02133,demo,venta,casa,Casa 6D 4B en San Pedro de la Paz,9512.0,375724000,San Pedro de la Paz,Concepción,223 m²,6,4,https://example.invalid/demo/02133,2026-07-30,2026-08-28,2026-07-30:9512.0,-36.85449,-73.08373
DEMO-03013,demo,venta,casa,Casa 6D 4B en Tomé,5255.0,207572500,Tomé,Concepción,232 m²,6,4,https://example.invalid/demo/03013,2026-05-17,2026-06-18,2026-05-17:5255.0,-36.62482,-72.94681
DEMO-01841,demo,venta,departamento,Depto 4D 2B en Los Ángeles,3796.0,149942000,Los Ángeles,Biobío,126 m²,4,2,https://example.invalid/demo/01841,2026-07-16,2026-08-20,2026-07-16:3910.0|2026-08-02:3796.0,-37.4835,-72.35337
DEMO-01366,demo,venta,casa,Casa 2D 1B en Hualpén,1552.0,61304000,Hualpén,Concepción,63 m²,2,1,https://example.invalid/demo/01366,2026-08-13,2026-09-01,2026-08-13:1552.0,-36.81163,-73.081
DEMO-03058,demo,venta,casa,Casa 4D 2B en Tomé,2893.0,114273500,Tomé,Concepción,124 m²,4,2,https://example.invalid/demo/03058,2026-05-30,2026-07-08,2026-05-30:2893.0,-36.61091,-72.96062
DEMO-02234,demo,venta,casa,Casa 3D 2B en San Pedro de la Paz,4115.0,162542500,San Pedro de la Paz,Concepción,110 m²,3,2,https://example.invalid/demo/02234,2026-06-14,2026-06-17,2026-06-14:4115.0,-36.84925,-73.10857
DEMO-02525,demo,venta,departamento,Depto 2D 1B en San Pedro de la Paz,3890.0,153655000,San Pedro de la Paz,Concepción,54 m²,2,1,https://example.invalid/demo/02525,2026-05-12,2026-06-21,2026-05-12:3890.0,-36.84972,-73.09512
DEMO-01693,demo,venta,departamento,Depto 2D 1B en Los Ángeles,2390.0,94405000,Los Ángeles,Biobío,63 m²,2,1,https://example.invalid/demo/01693,2026-05-29,2026-06-05,2026-05-29:2390.0,-37.46761,-72.35779
DEMO-01292,demo,venta,casa,Casa 4D 2B en Coronel,2781.0,109849500,Coronel,Concepción,,4,2,https://example.invalid/demo/01292,2026-06-13,2026-07-29,2026-06-13:2698.0|2026-07-06:2781.0,-37.02391,-73.14051
DEMO-01004,demo,venta,departamento,Depto 4D 2B en Concepción,7185.0,283807500,Concepción,Concepción,118 m²,4,2,https://example.invalid/demo/01004,2026-08-04,2026-08-29,2026-08-04:7401.0|2026-08-16:7185.0,-36.81628,-73.05634
DEMO-01283,demo,venta,casa,Casa 6D 4B en Coronel,6871.0,271404500,Coronel,Concepción,,6,4,https://example.invalid/demo/01283,2026-06-28,2026-08-20,2026-06-28:6871.0,-37.02723,-73.16048
DEMO-01983,demo,arriendo,casa,Casa 3D 2B en San Pedro de la Paz,20.6,813700,San Pedro de la Paz,Concepción,,3,2,https://example.invalid/demo/01983,2026-07-03,2026-07-18,2026-07-03:20.6,-36.83579,-73.08742
DEMO-02765,demo,venta,departamento,Depto 3D 2B en Talcahuano,2320.0,91640000,Talcahuano,Concepción,76 m²,3,2,https://example.invalid/demo/02765,2026-07-16,2026-09-01,2026-07-16:2320.0,-36.72981,-73.10056
DEMO-02447,demo,venta,departamento,Depto 3D 2B en San Pedro de la Paz,4822.0,190469000,San Pedro de la Paz,Concepción,80 m²,3,2,https://example.invalid/demo/02447,2026-06-23,2026-07-20,2026-06-23:5401.0|2026-07-06:4822.0,-36.86233,-73.08863
DEMO-01536,demo,venta,casa,Casa 6D 4B en Los Ángeles,7849.0,310035500,Los Ángeles,Biobío,204 m²,6,4,https://example.invalid/demo/01536,2026-06-28,2026-08-01,2026-06-28:7849.0,-37.45325,-72.33888
DEMO-01202,demo,venta,departamento,Depto 2D 1B en Concepción,4563.0,180238500,Concepción,Concepción,67 m²,2,1,https://example.invalid/demo/01202,2026-07-05,2026-07-26,2026-07-05:4563.0,-36.81116,-73.04915
DEMO-02132,demo,venta,casa,Casa 4D 2B en San Pedro de la Paz,0,0,San Pedro de la Paz,Concepción,127 m²,4,2,https://example.invalid/demo/02132,2026-08-29,2026-09-01,2026-08-29:0,-36.84501,-73.09317
DEMO-01124,demo,venta,departamento,Depto 2D 1B en Concepción,5211.0,205834500,Concepción,Concepción,56 m²,2,1,https://example.invalid/demo/01124,2026-05-14,2026-06-13,2026-05-14:5211.0,-36.81479,-73.05005
DEMO-00981,demo,venta,departamento,Depto 1D 1B en Concepción,2475.0,97762500,Concepción,Concepción,41 m²,1,1,https://example.invalid/demo/00981,2026-08-24,2026-09-01,2026-08-24:2475.0,-36.8229,-73.04431
DEMO-00307,demo,venta,casa,Casa 4D 2B en Chiguayante,3467.0,136946500,Chiguayante,Concepción,,4,2,https://example.invalid/demo/00307,2026-07-17,2026-08-01,2026-07-17:3467.0,-36.9212,-73.02686
DEMO-02224,demo,venta,casa,Casa 3D 2B en San Pedro de la Paz,4765.0,188217500,San Pedro de la Paz,Concepción,99 m²,3,2,https://example.invalid/demo/02224,2026-09-01,2026-09-01,2026-09-01:4765.0,-36.83857,-73.09594
DEMO-01187,demo,venta,departamento,Depto 3D 2B en Concepción,5789.0,228665500,Concepción,Concepción,82 m²,3,2,https://example.invalid/demo/01187,2026-06-16,2026-07-16,2026-06-16:6252.0|2026-07-01:5789.0,-36.81863,-73.04273
DEMO-02156,demo,venta,casa,Casa 6D 4B en San Pedro de la Paz,10535.0,416132500,San Pedro de la Paz,Concepción,214 m²,6,4,https://example.invalid/demo/02156,2026-05-08,2026-05-30,2026-05-08:10535.0,-36.85746,-73.11882
DEMO-00392,demo,venta,casa,Casa 6D 4B en Chiguayante,10079.0,398120500,Chiguayante,Concepción,248 m²,6,4,https://example.invalid/demo/00392,2026-07-21,2026-08-09,2026-07-21:10079.0,-36.91988,-73.01246
DEMO-00403,demo,venta,casa,Casa 3D 2B en Chiguayante,3198.0,126321000,Chiguayante,Concepción,,3,2,https://example.invalid/demo/00403,2026-05-17,2026-06-15,2026-05-17:3198.0,-36.91004,-73.00988
DEMO-02817,demo,venta,departamento,Depto 2D 1B en Talcahuano,4784.0,188968000,Talcahuano,Concepción,,2,1,https://example.invalid/demo/02817,2026-06-07,2026-07-09,2026-06-07:4784.0,-36.73233,-73.10654
DEMO-00135,demo,venta,casa,Casa 3D 2B en Chiguayante,3803.0,150218500,Chiguayante,Concepción,91 m²,3,2,https://example.invalid/demo/00135,2026-05-11,2026-06-13,2026-05-11:3803.0,-36.93714,-73.0192
DEMO-01107,demo,venta,departamento,Depto 3D 2B en Concepción,4868.0,192286000,Concepción,Concepción,,3,2,https://example.invalid/demo/01107,2026-08-27,2026-09-01,2026-08-27:4868.0,-36.82059,-73.05319
DEMO-02514,demo,venta,departamento,Depto 4D 2B en San Pedro de la Paz,6545.0,258527500,San Pedro de la Paz,Concepción,,4,2,https://example.invalid/demo/02514,2026-06-11,2026-07-16,2026-06-11:6545.0,-36.8393,-73.08741
DEMO-00593,demo,venta,departamento,Depto 2D 1B en Chiguayante,3341.0,131969500,Chiguayante,Concepción,66 m²,2,1,https://example.invalid/demo/00593,2026-06-30,2026-08-16,2026-06-30:3341.0,-36.91982,-73.01209
DEMO-02321,demo,venta,departamento,Depto 4D 2B en San Pedro de la Paz,4445.0,175577500,San Pedro de la Paz,Concepción,99 m²,4,2,https://example.invalid/demo/02321,2026-05-30,2026-06-17,2026-05-30:4445.0,-36.84176,-73.10869
DEMO-01440,demo,venta,departamento,Depto 3D 2B en Hualpén,4427.0,174866500,Hualpén,Concepción,90 m²,3,2,https://example.invalid/demo/01440,2026-06-09,2026-07-02,2026-06-09:4427.0,-36.79399,-73.08608
DEMO-03093,demo,venta,casa,Casa 4D 2B en Tomé,4223.0,166808500,Tomé,Concepción,155 m²,4,2,https://example.invalid/demo/03093,2026-09-01,2026-09-01,2026-09-01:4223.0,-36.62359,-72.96034
DEMO-00059,demo,arriendo,casa,Casa 4D 2B en Chiguayante,23.8,940100,Chiguayante,Concepción,151 m²,4,2,https://example.invalid/demo/00059,2026-05-22,2026-06-02,2026-05-22:23.8,-36.91843,-73.04476
DEMO-00201,demo,venta,casa,Casa 6D 4B en Chiguayante,10305.0,407047500,Chiguayante,Concepción,260 m²,6,4,https://example.invalid/demo/00201,2026-08-30,2026-09-01,2026-08-30:10305.0,-36.91452,-73.0097
DEMO-02304,demo,venta,departamento,Depto 4D 2B en San Pedro de la Paz,5320.0,210140000,San Pedro de la Paz,Concepción,120 m²,4,2,https://example.invalid/demo/02304,2026-07-06,2026-08-04,2026-07-06:5320.0,-36.84773,-73.09823
DEMO-00535,demo,venta,departamento,Depto 2D 1B en Chiguayante,0,0,Chiguayante,Concepción,50 m²,2,1,https://example.invalid/demo/00535,2026-08-07,2026-09-01,2026-08-07:0,-36.92527,-73.01791
DEMO-01186,demo,venta,departamento,Depto 3D 2B en Concepción,48.0,1896000,Concepción,Concepción,92 m²,3,2,https://example.invalid/demo/01186,2026-05-24,2026-07-22,2026-05-24:48.0,-36.81779,-73.03637
DEMO-02701,demo,venta,casa,Casa 6D 4B en Talcahuano,8462.0,334249000,Talcahuano,Concepción,211 m²,6,4,https://example.invalid/demo/02701,2026-06-03,2026-07-01,2026-06-03:8462.0,-36.72238,-73.10903
DEMO-03106,demo,venta,departamento,Depto 3D 2B en Tomé,2820.0,111390000,Tomé,Concepción,,3,2,https://example.invalid/demo/03106,2026-05-24,2026-06-28,2026-05-24:2820.0,-36.62263,-72.95578
DEMO-00184,demo,venta,casa,Casa 6D 4B en Chiguayante,6526.0,257777000,Chiguayante,Concepción,203 m²,6,4,https://example.invalid/demo/00184,2026-05-17,2026-06-26,2026-05-17:6526.0,-36.92909,-73.01992
DEMO-01537,demo,venta,casa,Casa 6D 4B en Los Ángeles,6201.0,244939500,Los Ángeles,Biobío,279 m²,6,4,https://example.invalid/demo/01537,2026-05-25,2026-06-03,2026-05-25:6201.0,-37.48914,-72.35439
DEMO-02355,demo,venta,departamento,Depto 3D 2B en San Pedro de la Paz,3316.0,130982000,San Pedro de la Paz,Concepción,76 m²,3,2,https://example.invalid/demo/02355,2026-05-24,2026-07-05,2026-05-24:3316.0,-36.84669,-73.10033
DEMO-01785,demo,venta,departamento,Depto 2D 1B en Los Ángeles,1392.0,54984000,Los Ángeles,Biobío,50 m²,2,1,https://example.invalid/demo/01785,2026-08-28,2026-09-01,2026-08-28:1392.0,-37.46427,-72.34875
DEMO-02659,demo,venta,casa,Casa 5D 3B en Talcahuano,4195.0,165702500,Talcahuano,Concepción,186 m²,5,3,https://example.invalid/demo/02659,2026-08-19,2026-09-01,2026-08-19:4195.0,-36.73552,-73.09963
DEMO-02993,demo,venta,casa,Casa 3D 2B en Tomé,2466.0,97407000,Tomé,Concepción,,3,2,https://example.invalid/demo/02993,2026-08-26,2026-09-01,2026-08-26:2466.0,-36.62011,-72.954
DEMO-00145,demo,venta,casa,Casa 6D 4B en Chiguayante,9251.0,365414500,Chiguayante,Concepción,250 m²,6,4,https://example.invalid/demo/00145,2026-05-25,2026-07-02,2026-05-25:9991.0|2026-06-13:9251.0,-36.91264,-73.02665
DEMO-02225,demo,venta,casa,Casa 5D 3B en San Pedro de la Paz,10050.0,396975000,San Pedro de la Paz,Concepción,179 m²,5,3,https://example.invalid/demo/02225,2026-08-21,2026-09-01,2026-08-21:10050.0,-36.84462,-73.0783
DEMO-01076,demo,venta,departamento,Depto 2D 1B en Concepción,3414.0,134853000,Concepción,Concepción,54 m²,2,1,https://example.invalid/demo/01076,2026-06-15,2026-07-12,2026-06-15:3824.0|2026-06-28:3414.0,-36.82494,-73.03979
DEMO-01464,demo,venta,departamento,Depto 2D 1B en Hualpén,3396.0,134142000,Hualpén,Concepción,66 m²,2,1,https://example.invalid/demo/01464,2026-05-06,2026-06-30,2026-05-06:3566.0|2026-06-02:3396.0,-36.78098,-73.08825
DEMO-01566,demo,venta,casa,Casa 3D 2B en Los Ángeles,2016.0,79632000,Los Ángeles,Biobío,94 m²,3,2,https://example.invalid/demo/01566,2026-06-07,2026-06-17,2026-06-07:2016.0,-37.50332,-72.36254
DEMO-01640,demo,venta,casa,Casa 6D 4B en Los Ángeles,7726.0,305177000,Los Ángeles,Biobío,,6,4,https://example.invalid/demo/01640,2026-08-02,2026-09-01,2026-08-02:7726.0,-37.49143,-72.35115
DEMO-01623,demo,venta,casa,Casa 5D 3B en Los Ángeles,4852.0,191654000,Los Ángeles,Biobío,187 m²,5,3,https://example.invalid/demo/01623,2026-07-31,2026-09-01,2026-07-31:4852.0,-37.44617,-72.37005
DEMO-02090,demo,venta,casa,Casa 5D 3B en San Pedro de la Paz,7724.0,305098000,San Pedro de la Paz,Concepción,166 m²,5,3,https://example.invalid/demo/02090,2026-05-25,2026-06-10,2026-05-25:7724.0,-36.8565,-73.08884
DEMO-01298,demo,venta,departamento,Depto 2D 1B en Coronel,3938.0,155551000,Coronel,Concepción,57 m²,2,1,https://example.invalid/demo/01298,2026-07-31,2026-08-23,2026-07-31:3938.0,-37.01708,-73.15073
DEMO-01220,demo,venta,departamento,Depto 3D 2B en Concepción,5385.0,212707500,Concepción,Concepción,89 m²,3,2,https://example.invalid/demo/01220,2026-06-05,2026-07-23,2026-06-05:5385.0,-36.82898,-73.05505
DEMO-03133,demo,venta,departamento,Depto 3D 2B en Tomé,3302.0,130429000,Tomé,Concepción,90 m²,3,2,https://example.invalid/demo/03133,2026-06-20,2026-08-03,2026-06-20:3302.0,-36.62407,-72.95635
DEMO-02420,demo,venta,departamento,Depto 3D 2B en San Pedro de la Paz,5310.0,209745000,San Pedro de la Paz,Concepción,78 m²,3,2,https://example.invalid/demo/02420,2026-06-30,2026-08-16,2026-06-30:5310.0,-36.85661,-73.09749
DEMO-01175,demo,venta,departamento,Depto 2D 1B en Concepción,3402.0,134379000,Concepción,Concepción,55 m²,2,1,https://example.invalid/demo/01175,2026-07-09,2026-08-09,2026-07-09:3402.0,-36.82128,-73.03312
DEMO-01450,demo,venta,departamento,Depto 2D 1B en Hualpén,2565.0,101317500,Hualpén,Concepción,58 m²,2,1,https://example.invalid/demo/01450,2026-05-08,2026-06-01,2026-05-08:2565.0,-36.79557,-73.08578
DEMO-00245,demo,venta,casa,Casa 5D 3B en Chiguayante,5684.0,224518000,Chiguayante,Concepción,181 m²,5,3,https://example.invalid/demo/00245,2026-08-06,2026-09-01,2026-08-06:5684.0,-36.93036,-73.0144
DEMO-02245,demo,venta,casa,Casa 3D 2B en San Pedro de la Paz,5654.0,223333000,San Pedro de la Paz,Concepción,121 m²,3,2,https://example.invalid/demo/02245,2026-05-29,2026-05-31,2026-05-29:5654.0,-36.8344,-73.08872
DEMO-00214,demo,venta,casa,Casa 6D 4B en Chiguayante,6955.0,274722500,Chiguayante,Concepción,222 m²,6,4,https://example.invalid/demo/00214,2026-05-27,2026-06-09,2026-05-27:6955.0,-36.9158,-73.02034
DEMO-02416,demo,venta,departamento,Depto 2D 1B en San Pedro de la Paz,4547.0,179606500,San Pedro de la Paz,Concepción,,2,1,https://example.invalid/demo/02416,2026-08-05,2026-09-01,2026-08-05:4547.0,-36.85066,-73.09539
DEMO-01140,demo,venta,departamento,Depto 5D 3B en Concepción,5249.0,207335500,Concepción,Concepción,132 m²,5,3,https://example.invalid/demo/01140,2026-05-11,2026-06-04,2026-05-11:5249.0,-36.83129,-73.04583
DEMO-03116,demo,venta,departamento,Depto 2D 1B en Tomé,1479.0,58420500,Tomé,Concepción,48 m²,2,1,https://example.invalid/demo/03116,2026-05-14,2026-06-18,2026-05-14:1479.0,-36.62104,-72.96165
DEMO-00639,demo,venta,departamento,Depto 3D 2B en Chiguayante,5506.0,217487000,Chiguayante,Concepción,86 m²,3,2,https://example.invalid/demo/00639,2026-07-14,2026-08-05,2026-07-14:5506.0,-36.92523,-73.0145
DEMO-00894,demo,venta,casa,Casa 4D 2B en Concepción,5080.0,200660000,Concepción,Concepción,138 m²,4,2,https://example.invalid/demo/00894,2026-08-30,2026-09-01,2026-08-30:5080.0,-36.81506,-73.06099
DEMO-02505,demo,venta,departamento,Depto 2D 1B en San Pedro de la Paz,4154.0,164083000,San Pedro de la Paz,Concepción,58 m²,2,1,https://example.invalid/demo/02505,2026-06-18,2026-07-24,2026-06-18:4154.0,-36.84859,-73.08481
DEMO-01825,demo,venta,departamento,Depto 2D 1B en Los Ángeles,2977.0,117591500,Los Ángeles,Biobío,,2,1,https://example.invalid/demo/01825,2026-06-23,2026-08-07,2026-06-23:2977.0,-37.47644,-72.35045
