url,cerca_biotren,cerca_colegio,cerca_parque,cerca_salud,cerca_supermercado,cerca_universidad,dist_biotren,dist_colegio,dist_parque,dist_salud,dist_supermercado,dist_universidad,sol_calidad,sol_calle,sol_edificios,sol_fuente,sol_horas_luz,sol_p10,sol_p3,sol_p6
https://example.invalid/demo/00171,Terminal de buses Expresos Chiguayante,Instituto de Humanidades José Manuel Santos,,CESFAM Chiguayante,Acuenta,,759,193,271,1167,99,,0.68,6.0,25,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/01347,Terminal de colectivos 21,Colegio Bernardo O'Higgins,Parque Grecia,CESFAM Hualpencillo,"Supermercado ""The Family""",CEDUC UCN Hualpén,1058,137,421,455,120,1860,0.81,3.5,32,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/00526,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Lider,,859,741,897,1525,1108,,0.77,5.8,31,demo,9.5,9.3,9.3,9.3
https://example.invalid/demo/01122,,Escuela Biobío,,Medyks,Supermercado Versluys,Universidad de las Américas,513,33,280,76,266,56,0.73,7.7,33,demo,9.5,9.5,9.0,9.5
https://example.invalid/demo/01583,Terminal Tur Bus,Colegio San Gabriel Arcángel,,CESFAM NORORIENTE Los Ángeles,Lider,Centro Integral de Educación Tecnológica Curamávida,3003,2002,2082,3478,2704,4191,0.67,5.8,39,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/02211,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Unimarc,AIEP,1526,477,646,756,738,3263,0.71,2.2,34,demo,9.5,2.2,2.2,2.2
https://example.invalid/demo/00298,Manquimávida,Escuela Diferencial ASPAUT Chiguayante,,CESFAM Pinares,Santa Isabel,,575,197,197,1380,298,,0.81,6.8,32,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/00931,Terminal de Buses Collao,Colegio Salesiano de Concepción,Plaza San Juan Bosco,Centro de Salud Familiar Víctor Manuel Fernández,Lider,Universidad del Desarrollo,943,171,315,197,79,471,0.59,7.8,27,demo,9.5,9.0,9.0,9.0
https://example.invalid/demo/01887,Lirquén,Escuela Básica Eduardo Campbell,Plaza Daniel Venegas Venegas,UAPO,Acuenta,,2058,441,558,1127,1161,,0.64,7.7,39,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/00581,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Cruz Roja Filial Chiguayante,Super Ganga,,747,563,428,1186,908,,0.73,5.2,33,demo,9.5,5.7,5.2,5.2
https://example.invalid/demo/00204,Pedro Medina,Liceo Chiguayante,,Policlínico Chiguayante,Super Ganga,,1008,476,68,369,674,,0.61,6.8,38,demo,9.5,8.7,8.0,8.7
https://example.invalid/demo/00782,Terminal de Buses Collao,Escuela Básica Lagos de Chile,Parque de la Virgen,SAMU,Il Patrone,CapsiUdeC,1425,721,661,998,992,690,0.66,7.2,38,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/02928,,Carlos Mahns Choupay,Plaza Arturo Prat,Hospital de Tomé,Acuenta,,2759,111,586,682,401,,0.76,6.2,37,demo,9.5,9.5,7.5,9.3
https://example.invalid/demo/00698,,Colegio San Agustín,,Inmunomédica,Santa Isabel,Instituto Janequeo,210,200,223,260,361,289,0.83,5.7,24,demo,9.5,9.5,8.7,9.5
https://example.invalid/demo/01598,Terminal Santa Rita,Liceo Santa Rita,Alameda,Clínica Adventista,Jumbo,Instituto Santo Tomás,914,76,149,104,306,196,0.64,5.8,36,demo,9.5,8.3,6.3,7.0
https://example.invalid/demo/02818,El Arenal,Colegio Remodelación Simons,,Filial Cruz Roja Talcahuano,,Instituto Profesional ESUCOMEX Talcahuano,810,148,93,589,430,429,0.7,8.2,30,demo,9.5,9.0,8.3,8.7
https://example.invalid/demo/01246,Estación Intermodal Coronel,Colegio San Pedro,,Centro kinésico Coronel,Unimarc,,624,388,292,351,400,1022,0.62,3.0,29,demo,9.5,7.5,3.8,4.2
https://example.invalid/demo/02594,El Arenal,Escuela Básica Libertad E 492,,Hospital Las Higueras,Lider,Universidad Católica de la Santísima Concepción Talcahuano,1088,497,64,895,1156,1171,0.76,8.3,34,demo,9.5,9.5,8.8,9.5
https://example.invalid/demo/02737,Hospital Las Higueras,Escuela Santa Clara,,Instituto de Seguridad del Trabajo de Talcahuano,Supermercado Ganga,Universidad Católica de la Santísima Concepción Talcahuano,1489,1231,927,1867,1355,1332,0.61,5.2,33,demo,9.5,9.5,9.2,9.5
https://example.invalid/demo/02779,El Arenal,Escuela Santa Cecilia,,CESFAM San Vicente,Unimarc,Instituto Profesional ESUCOMEX Talcahuano,106,308,401,527,111,458,0.77,2.8,35,demo,9.5,9.3,8.8,9.3
https://example.invalid/demo/02106,Concepción,Escuela Particular Santa Catalina de Siena,Parque Costanera,CESFAM Pedro de Valdivia (Concepción),Super Ganga,Instituto Profesional Virginio Gómez,1455,1049,942,1183,1321,1439,0.65,8.8,31,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/01520,Terminal de buses Las Galaxias,Escuela Los Libertadores de Hualqui,,CESFAM Hualqui,Super Bodega Acuenta,,1056,256,264,752,508,,0.58,6.8,38,demo,9.5,9.5,8.0,8.8
https://example.invalid/demo/01838,Terminal de Buses Rurales Vega Techada,Escuela Particular Juan Pablo II,,Clínica Los Andes,Santa Isabel,Hogar Universidad de Concepción,1073,360,185,450,510,765,0.62,5.2,32,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/02901,,Escuela Básica y Adultos California,Plaza Arturo Prat,CESFAM/ SAPU Bellavista,Acuenta,,2299,489,1636,1509,1358,,0.74,3.8,27,demo,9.5,7.7,6.7,7.0
https://example.invalid/demo/02003,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Santa Isabel,AIEP,1497,811,752,887,928,2920,0.68,8.2,31,demo,9.5,9.2,9.0,9.2
https://example.invalid/demo/02689,Terminal Félix Adán,Escuela Básica Cerro Cornou,,Filial Cruz Roja Talcahuano,Santa Isabel,Instituto Profesional ESUCOMEX Talcahuano,606,782,212,1161,754,1741,0.78,5.7,27,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/02434,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Unimarc,INACAP San Pedro de la Paz,1372,103,279,511,369,3461,0.76,4.7,34,demo,9.5,5.0,4.7,5.0
https://example.invalid/demo/00324,Pedro Medina,Colegio John F. Kennedy,,Cruz Roja Filial Chiguayante,Supermercado Monika,,2597,2384,2359,2584,2693,,0.58,7.5,33,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/02041,Juan Pablo II,Escuela de Lenguaje Llacolén,Plaza Bellavista,Ex Clínica Universitaria San Pedro,Super Gangas,Univesidad Santo Tomás Concepción,1149,630,270,1295,838,2381,0.66,2.8,35,demo,9.5,5.2,4.3,4.7
https://example.invalid/demo/01054,Conquistador,Parvulario Colegio Adventista de Concepción,,Centro Medico Universidad San Sebastián,Andretta,Universidad San Sebastián,576,144,205,452,390,615,0.63,0.0,35,demo,9.5,0.0,0.0,0.0
https://example.invalid/demo/01474,Universidad Técnica Federico Santa María,Escuela Especial de Lenguaje Villa Hermosa,,CESFAM Talcahuano Sur,Alvi,Universidad Técnica Federico Santa María,646,504,259,1374,353,497,0.8,6.8,35,demo,9.5,9.5,8.3,9.2
https://example.invalid/demo/02199,Juan Pablo II,Escuela de Lenguaje Llacolén,Plaza San Pedro Histórico,Ex Clínica Universitaria San Pedro,Santa Isabel,Univesidad Santo Tomás Concepción,1170,435,489,793,659,2849,0.88,7.2,32,demo,9.5,9.3,8.5,9.0
https://example.invalid/demo/00681,Terminal de Buses 63 Rengo Lientur,Escuela de Lenguaje Titirimundi,Parque Villa Cap,Clínica del Sur,Mayorista Super Ganga,Universidad San Sebastián,116,385,281,995,1021,942,0.56,7.7,34,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/01941,Lirquén,Centro Educacional Alborada,,CESFAM Penco,Gabito,,3825,213,614,957,584,,0.62,4.8,34,demo,9.5,9.5,5.8,6.5
https://example.invalid/demo/01843,Terminal de Buses Islajacoop,Escuela D-886 Colonia Árabe (ex n° 97),PLaza La Araucania,CESFAM Norte,Tottus,Instituto AIEP,817,195,303,489,371,494,0.72,6.0,36,demo,9.5,7.7,6.8,7.7
https://example.invalid/demo/01487,Universidad Técnica Federico Santa María,Escuela Especial de Lenguaje Villa Hermosa,Plaza Arturo Prat,CESFAM Hualpencillo,Alvi,CEDUC UCN Hualpén,842,221,331,1114,361,773,0.67,4.8,30,demo,9.5,7.5,6.5,7.2
https://example.invalid/demo/00534,Chiguayante,Escuela José Hipólito Salas y Toro,Plaza Cochrane,Cruz Roja Filial Chiguayante,Santa Isabel,,517,371,233,693,463,,0.82,6.0,28,demo,9.5,8.0,7.3,7.5
https://example.invalid/demo/00666,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Super Ganga,,473,287,293,1014,751,,0.63,6.0,35,demo,9.5,8.2,7.0,7.3
https://example.invalid/demo/01117,Buses Delsal,Centro De Capacitación Laboral Urcae COALIVI,Huerta Comunitaria C3,Indimed,Mayorista 10,Casa Central Universidad Catolica de la Santisima Concepción,51,93,390,651,209,541,0.59,4.0,32,demo,9.5,4.8,4.0,4.5
https://example.invalid/demo/00551,Chiguayante,Colegio John F. Kennedy,Plaza Manuel Rodríguez,Cruz Roja Filial Chiguayante,Supermercado Monika,,295,413,372,446,342,,0.64,4.5,33,demo,9.5,8.2,6.3,7.7
https://example.invalid/demo/00643,Chiguayante,Golden School,,Policlínico Chiguayante,Santa Isabel,,711,30,321,419,94,,0.83,6.8,36,demo,9.5,8.3,7.3,8.2
https://example.invalid/demo/00804,Concepción,Escuela Óscar Castro Zúñiga,,Centro de Salud Familiar Juan Soto Fernández,Tottus,Univesidad Santo Tomás Concepción,438,318,288,185,263,550,0.69,7.2,36,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/01582,Terminal de Buses Islajacoop,Escuela Diferencial Estrellita de Belén,,CESFAM Norte,Supermercado Acuenta,Instituto AIEP,1697,131,156,443,661,1270,0.77,7.7,35,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/02929,,Carlos Mahns Choupay,Plaza Arturo Prat,Hospital de Tomé,Acuenta,,2362,290,796,1051,461,,0.74,4.8,35,demo,9.5,5.7,5.5,5.7
https://example.invalid/demo/01629,Terminal Santa Rita,Liceo Comercial B-64 Diego Portales Palazuelos,,Complejo Asistencial Doctor Víctor Ríos Ruiz,Lider,,619,120,59,189,321,137,0.62,6.0,34,demo,9.5,6.3,6.0,6.0
https://example.invalid/demo/00213,Estación de buses Turbus,Escuela Especial Centro de Capacitación e Integración Laboral Kries,,Cruz Roja Filial Chiguayante,Supermercado Mey,,749,450,87,718,529,,0.72,5.3,32,demo,9.5,8.5,7.8,8.0
https://example.invalid/demo/02558,,,,,,,,,,,,,0.69,6.7,36,demo,9.5,8.3,8.3,8.3
https://example.invalid/demo/00283,Manquimávida,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Lider,,2002,2033,1695,2818,2323,,0.68,8.8,38,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/03131,,Escuela Especial Tomé,Plaza Arturo Prat,Hospital de Tomé,Unimarc,,2923,205,120,561,148,,0.62,3.8,37,demo,9.5,6.2,5.7,6.0
https://example.invalid/demo/01015,,Colegio San Agustín,Plaza Perú,Centro Clínico Docente en Oftalmología,Santa Isabel,Universidad Bolivariana,423,200,251,25,149,128,0.73,5.5,33,demo,9.5,7.0,6.2,6.7
https://example.invalid/demo/02658,Hospital Las Higueras,Colegio Claudio Matte Pérez,,Hospital Las Higueras,Minimercado Tatán,Universidad Católica de la Santísima Concepción Talcahuano,2557,1298,1420,2041,2520,2695,0.66,9.0,32,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/00983,,Colegio Mozart Schule,Parque Ecuador,Centro Clínico Docente en Oftalmología,Santa Isabel,Departamento de Musica UdeC,75,262,181,458,597,187,0.72,4.2,32,demo,9.5,5.5,5.3,5.5
https://example.invalid/demo/00558,Manquimávida,Colegio Madre Paulina,,CESFAM Pinares,Lider,,859,970,422,1618,1203,,0.63,7.2,38,demo,9.5,8.7,8.7,8.7
https://example.invalid/demo/03085,,Liceo Vicente Alberto Palacios Valdés,"Plaza Inclusiva ""Samuel Muñoz""",Hospital de Tomé,Unimarc,,3481,317,204,172,841,,0.67,6.0,30,demo,9.5,6.5,6.3,6.3
https://example.invalid/demo/00342,Pedro Medina,Kennedy School,,CESFAM Pinares,Unimarc,,1148,183,220,217,396,,0.73,8.2,30,demo,9.5,9.5,9.2,9.5
https://example.invalid/demo/00693,Terminal de Buses 63 Rengo Lientur,Liceo Domingo Santa María,,Clínica del Sur,Kamadi,Universidad San Sebastián,911,148,157,349,254,719,0.76,6.0,38,demo,9.5,9.5,7.0,9.5
https://example.invalid/demo/01606,Terminal Santa Rita,Escuela Especial de Lenguaje Santa María,,CESFAM/ SAPU 2 de Septiembre,Lider Express,Inacap Los Ángeles,2941,652,63,1072,1155,1896,0.57,7.8,28,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/01727,Terminal Santa Rita,Liceo Bicentenario A-59 Los Ángeles,Plaza Población Hospital,Complejo Asistencial Doctor Víctor Ríos Ruiz,Lider,,681,136,23,156,350,182,0.63,4.3,38,demo,9.5,8.7,5.2,6.5
https://example.invalid/demo/02231,Juan Pablo II,Colegio Santísima Trinidad,,Ex Clínica Universitaria San Pedro,Unimarc,INACAP San Pedro de la Paz,2253,513,270,1434,631,3308,0.74,7.0,38,demo,9.5,9.2,8.0,8.8
https://example.invalid/demo/00339,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Lider,,1161,1039,1026,1826,1392,,0.83,8.5,36,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/02170,Juan Pablo II,Escuela de Lenguaje Llacolén,,Ex Clínica Universitaria San Pedro,Santa Isabel,AIEP,1789,1047,443,1314,1269,2475,0.65,8.3,34,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/02795,Hospital Las Higueras,Escuela de Lenguaje Santa Catalina,,Hospital Las Higueras,Lider,Universidad Católica de la Santísima Concepción Talcahuano,986,706,272,1158,484,632,0.52,5.0,33,demo,9.5,7.7,5.2,5.5
https://example.invalid/demo/00647,Estación de buses Turbus,Colegio John F. Kennedy,,Cruz Roja Filial Chiguayante,Supermercado Monika,,787,652,537,814,810,,0.49,6.5,35,demo,9.5,9.5,7.3,7.7
https://example.invalid/demo/01850,Terminal Santa Rita,Escuela D-928 Manuel Blanco Encalada (ex n° 6),,Clínica Adventista,Jumbo,Inacap Los Ángeles,1208,143,115,317,381,367,0.76,2.2,34,demo,9.5,3.0,2.2,2.5
https://example.invalid/demo/00280,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,CESFAM Pinares,Lider,,930,870,607,1547,1039,,0.68,6.0,31,demo,9.5,9.5,9.0,9.5
https://example.invalid/demo/01125,Terminal de Buses 63 Rengo Lientur,Escuela Particular Santa Emilia,,Centro Medico Universidad San Sebastián,Mayorista Super Ganga,Universidad San Sebastián,932,86,26,186,325,44,0.82,7.2,33,demo,9.5,8.3,7.7,7.8
https://example.invalid/demo/02516,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Unimarc,Instituto Profesional Virginio Gómez,1980,1027,411,1309,1239,2834,0.8,4.5,30,demo,9.5,6.3,5.0,5.0
https://example.invalid/demo/01253,Laguna Quiñenco,Escuela Particular Genaro Ríos Campos,,CESFAM Yobilo,pelado,Centro de Estudios e Inclusión Laboral Biocor,2090,845,684,1445,1922,3063,0.67,7.3,33,demo,9.5,9.5,8.7,8.7
https://example.invalid/demo/02530,Juan Pablo II,Escuela de Lenguaje Llacolén,,Ex Clínica Universitaria San Pedro,Santa Isabel,AIEP,1574,869,653,991,1013,2822,0.74,1.3,35,demo,9.5,9.5,5.2,9.5
https://example.invalid/demo/00075,Estación de buses Turbus,Colegio John F. Kennedy,Plaza Manuel Rodríguez,Cruz Roja Filial Chiguayante,Supermercado Monika,,805,480,887,680,798,,0.59,7.7,29,demo,9.5,9.5,8.7,9.5
https://example.invalid/demo/00134,Estación de buses Turbus,Colegio Concepción Chiguayante,,Cruz Roja Filial Chiguayante,Unimarc,,1821,596,431,1581,919,,0.68,5.8,31,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/00644,Pedro Medina,Centro de Nivelación y de Capacitación para Adultos Madre María Nys,Plaza Pedro Medina,Policlínico Chiguayante,Unimarc,,202,159,163,558,148,,0.55,3.0,40,demo,9.5,9.0,7.0,7.8
https://example.invalid/demo/02222,Juan Pablo II,Escuela de Lenguaje Llacolén,Plaza Bellavista,Ex Clínica Universitaria San Pedro,Super Gangas,Univesidad Santo Tomás Concepción,976,787,536,1418,777,2537,0.76,7.7,33,demo,9.5,8.8,8.7,8.7
https://example.invalid/demo/01181,Conquistador,Colegio Marcela Paz,Bandejón central Manuel Rodriguez,Centro Medico Universidad San Sebastián,Unimarc,Universidad San Sebastián,507,238,291,586,229,735,0.78,5.8,32,demo,9.5,8.3,7.3,8.3
https://example.invalid/demo/02194,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Santa Isabel,AIEP,1467,719,789,817,890,3013,0.68,3.8,28,demo,9.5,5.8,4.0,4.5
https://example.invalid/demo/00580,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Super Ganga,,416,341,113,668,371,,0.69,3.8,36,demo,9.5,7.3,5.3,5.8
https://example.invalid/demo/02500,Juan Pablo II,Colegio Santísima Trinidad,,Ex Clínica Universitaria San Pedro,Unimarc,INACAP San Pedro de la Paz,1719,233,276,918,215,3127,0.76,1.7,34,demo,9.5,8.7,5.3,7.0
https://example.invalid/demo/01615,Terminal Santa Rita,Colegio Hispano Americano,Alameda,Bío-Bío Salud,Lider,Universidad Católica de la Santísima Concepción Los Ángeles,733,45,113,232,108,290,0.71,4.7,34,demo,9.5,8.3,6.8,7.2
https://example.invalid/demo/02108,Alborada,Colegio Particular Alborada,,CESFAM San Pedro de La Paz,Lider,INACAP San Pedro de la Paz,942,806,724,1872,1102,745,0.74,4.5,35,demo,9.5,9.5,7.8,9.5
https://example.invalid/demo/01286,Estación Intermodal Coronel,Escuela Diferencial Rayito de Sol,,Hospital San José de Coronel,Unimarc,,2199,640,540,981,1270,1250,0.65,7.8,31,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/01650,Terminal Santa Rita,Escuela Diferencial Ángelitos,Alameda,CESFAM/ SAPU 2 de Septiembre,Jumbo,Inacap Los Ángeles,1461,219,177,463,568,418,0.62,5.8,39,demo,9.5,6.8,5.8,6.2
https://example.invalid/demo/02968,,Escuela Mariano Egaña,Plaza Recreativa Dagnino,Hospital de Tomé,Unimarc,,4113,168,407,809,1507,,0.66,8.0,29,demo,9.5,9.0,8.8,8.8
https://example.invalid/demo/02017,Juan Pablo II,,Plaza Enrique Soro,Ex Clínica Universitaria San Pedro,Super Gangas,Instituto Santo Tomás,611,586,489,1355,649,3068,0.65,2.0,34,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/01341,Universidad Técnica Federico Santa María,Colegio Parque Central,,Clínica Mutual de Seguridad CCHC,Bodega Acuenta,Universidad Técnica Federico Santa María,936,94,48,1014,806,724,0.53,4.5,30,demo,9.5,7.3,4.8,5.3
https://example.invalid/demo/00009,,,,,,,,,,,,,0.65,4.8,37,demo,9.5,9.3,9.3,9.3
https://example.invalid/demo/00165,Chiguayante,Escuela José Hipólito Salas y Toro,,Cruz Roja Filial Chiguayante,Santa Isabel,,721,659,419,793,711,,0.58,5.2,33,demo,9.5,9.0,6.3,8.2
https://example.invalid/demo/02890,,Liceo Comercial de Tomé,Plazoleta Calle Las Lilas,Hospital de Tomé,Unimarc,,3319,29,140,235,553,,0.65,2.5,34,demo,9.5,8.7,5.5,8.2
https://example.invalid/demo/00438,Estación de buses Turbus,Colegio John F. Kennedy,Plaza Manuel Rodríguez,Cruz Roja Filial Chiguayante,Supermercado Monika,,363,218,448,352,372,,0.61,5.5,33,demo,9.5,9.5,7.5,7.5
https://example.invalid/demo/00709,Lorenzo Arenas,Colegio Laguna Redonda,,Centro de Salud Familiar Lorenzo Arenas,Supermercado Unihue,Escuela de Suboficiales de Carabineros - Grupo Concepción,503,445,117,586,621,822,0.58,8.7,33,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/02210,Juan Pablo II,Escuela de Lenguaje Llacolén,Plaza Bellavista,Ex Clínica Universitaria San Pedro,Santa Isabel,Univesidad Santo Tomás Concepción,946,223,222,840,561,2780,0.74,3.5,38,demo,9.5,5.5,5.0,5.2
https://example.invalid/demo/02369,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Unimarc,Instituto Profesional Virginio Gómez,2306,1166,566,1573,1311,2979,0.71,2.0,38,demo,9.5,7.7,7.7,7.7
https://example.invalid/demo/00747,Conquistador,Colegio Marcela Paz,Bandejón central Manuel Rodríguez,Centro Medico Universidad San Sebastián,Lider Express,Universidad San Sebastián,963,372,158,401,108,458,0.77,4.7,31,demo,9.5,4.7,4.7,4.7
https://example.invalid/demo/01766,Terminal de Buses Islajacoop,Escuela de Lenguaje Santisima Trinidad,,CESFAM Norte,Supermercado Acuenta,Centro Integral de Educación Tecnológica Curamávida,2080,358,109,785,575,1013,0.71,4.7,34,demo,9.5,8.3,7.0,7.7
https://example.invalid/demo/00552,Pedro Medina,Colegio Aurora de Chile Sur,,CESFAM Pinares,Lider,,375,415,316,675,122,,0.63,6.8,35,demo,9.5,9.5,8.2,8.7
https://example.invalid/demo/03103,,Carlos Mahns Choupay,Plaza Arturo Prat,Hospital de Tomé,Acuenta,,2494,247,607,909,267,,0.74,3.7,31,demo,9.5,6.7,4.7,5.5
https://example.invalid/demo/01446,Universidad Técnica Federico Santa María,Centro Integral Los Aromos,,CESFAM Talcahuano Sur,Alvi,Universidad Técnica Federico Santa María,432,439,343,1551,317,289,0.63,5.3,35,demo,9.5,9.3,7.7,8.5
https://example.invalid/demo/01198,Estación Intermodal Concepción,Instituto Down,Parque Ecuador,Clínica dental: Radio Dent,Emporio Agrícola,Universidad Católica de la Santísima Concepción Campus Santo Domingo,821,81,191,183,131,318,0.62,7.7,32,demo,9.5,8.8,7.8,8.0
https://example.invalid/demo/01218,,Colegio San Agustín,,Inmunomédica,Santa Isabel,Instituto Janequeo,628,281,136,170,189,168,0.8,5.5,25,demo,9.5,9.3,6.3,9.3
https://example.invalid/demo/03137,,Liceo Ecuador,Plaza Arturo Prat,Hospital de Tomé,Acuenta,,2804,267,259,632,104,,0.6,5.3,35,demo,9.5,8.3,5.8,8.0
https://example.invalid/demo/01351,Universidad Técnica Federico Santa María,Escuela Diego Portales D - 475,,CESFAM Hualpencillo,"SuperMercado ""Sacarllet""",CEDUC UCN Hualpén,819,252,140,1055,250,779,0.77,6.2,35,demo,9.5,9.5,8.5,9.2
https://example.invalid/demo/02886,,Escuela Especial de Lenguaje Tierra de Niños,Plaza de Bellavista,CESFAM/ SAPU Bellavista,Acuenta,,1595,938,1076,966,1657,,0.66,7.3,32,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/01274,Laguna Quiñenco,Escuela de Lenguaje Farolito Dorado,,CESFAM Yobilo,Unimarc,,1846,914,819,1149,1851,2629,0.72,6.2,40,demo,9.5,7.7,7.3,7.5
https://example.invalid/demo/01527,Hualqui,Liceo C-41 San Juan Bautista de Hualqui,,CESFAM Hualqui,Unimarc,,1368,1055,214,904,833,,0.67,6.5,33,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/02360,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Unimarc,INACAP San Pedro de la Paz,1850,384,164,991,264,3542,0.65,1.0,34,demo,9.5,4.7,4.3,4.7
https://example.invalid/demo/01964,Lirquén,Escuela Penco,,CESFAM Penco,Gabito,,3553,234,468,726,497,,0.73,6.2,33,demo,9.5,6.8,6.7,6.8
https://example.invalid/demo/01990,Terminal de Buses Nueva Llacolén,Escuela Básica Sargento Candelaria Perez,,CESFAM San Pedro de La Paz,La Piramide,INACAP San Pedro de la Paz,1524,438,161,1522,1731,2966,0.72,8.3,36,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/00770,Terminal de líneas a Tomé,Escuela de Lenguaje Cicel,,Centro Integral para el Adulto Mayor Lorenzo Arenas,Supermercado Unihue,Colegio Bautista de Concepción,491,576,323,931,428,998,0.61,9.0,31,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/02491,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Unimarc,INACAP San Pedro de la Paz,2076,603,196,1215,504,3725,0.66,4.5,38,demo,9.5,7.3,7.3,7.3
https://example.invalid/demo/01729,Terminal Santa Rita,Centro Educacional y Capacitación Laboral Cecap,Plaza Diego Portales,,Unimarc,Santo Tomás,306,204,170,113,126,124,0.66,3.3,29,demo,9.5,4.5,3.3,3.5
https://example.invalid/demo/02021,Juan Pablo II,,Plaza Enrique Soro,Ex Clínica Universitaria San Pedro,Super Gangas,Instituto Santo Tomás,799,808,680,1451,743,2836,0.62,6.5,37,demo,9.5,9.5,9.0,9.5
https://example.invalid/demo/01991,Juan Pablo II,Escuela de Lenguaje Llacolén,Plaza San Pedro Histórico,Ex Clínica Universitaria San Pedro,Santa Isabel,Univesidad Santo Tomás Concepción,1021,318,344,632,490,2988,0.84,9.5,31,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/00220,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Cruz Roja Filial Chiguayante,Super Ganga,,1240,1054,965,1450,1443,,0.67,4.5,30,demo,9.5,7.0,5.8,7.0
https://example.invalid/demo/02425,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Unimarc,INACAP San Pedro de la Paz,1217,265,108,360,454,3336,0.75,0.0,36,demo,9.5,7.7,5.3,6.7
https://example.invalid/demo/00882,Buses Delsal,Escuela de Lenguaje Girasol,,Centro Médico Obstétrico y Ginecológico,Jumbo,Preuniversitarios Cpech,713,106,488,246,286,164,0.83,3.3,35,demo,9.5,6.8,5.3,6.3
https://example.invalid/demo/02990,,Escuela Lisa Enriqueta Peter Teubner,Parque Villa Nuevo Tomé,Hospital de Tomé,Acuenta,,2849,572,1421,1809,1729,,0.62,4.5,37,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/02629,Mercado,Liceo Almirante Pedro Espina Ritchie,Paseo Ventana al Mar,Filial Cruz Roja Talcahuano,,Instituto Profesional ESUCOMEX Talcahuano,1408,632,501,627,1105,1060,0.62,4.2,34,demo,9.5,6.5,4.8,6.3
https://example.invalid/demo/00842,Terminal de Buses 63 Rengo Lientur,Escuela de Lenguaje Ketrawe,,CESFAM Santa Sabina,Unimarc,Universidad Católica de la Santísima Concepción Campus San Andrés,1490,107,354,160,630,1164,0.83,7.8,30,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/00806,Terminal de líneas a Tomé,Colegio la Inmaculada Concepción,Plaza Cruz,Centro Integral del Adulto Mayor Juan Soto Fernández,Super Ganga,Colegio Bautista de Concepción,406,169,210,693,561,169,0.56,3.2,32,demo,9.5,5.3,4.0,4.7
https://example.invalid/demo/00065,Estación de buses Turbus,Colegio John F. Kennedy,,Cruz Roja Filial Chiguayante,Supermercado Monika,,961,728,784,921,973,,0.59,6.8,37,demo,9.5,8.3,8.0,8.3
